0.5
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.360807050545
,0.860807050545
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
-0.275244186998
,0.775244186998
