0.5
0.7
,-0.2
0.9
,-0.4
1.1
,-0.6
1.3
,-0.8
1.5
,-1.0
1.7
,-1.2
1.9
,-1.4
2.1
,-1.6
2.3
,-1.8
2.5
,-2.0
2.7
,-2.2
2.9
,-2.4
3.1
,-2.6
3.3
,-2.8
3.5
,-3.0
3.7
,-3.2
3.9
,-3.4
4.1
,-3.6
4.3
,-3.8
4.5
,-4.0
4.7
,-4.2
4.9
,-4.4
5.1
,-4.6
5.3
,-4.8
5.5
,-5.0
5.7
,-5.2
5.9
,-5.4
6.1
,-5.6
6.3
,-5.8
6.5
,-6.0
6.7
,-6.2
6.9
,-6.4
7.1
,-6.6
7.3
,-6.8
7.5
,-7.0
7.7
,-7.2
7.9
,-7.4
8.1
,-7.6
8.3
,-7.8
8.5
,-8.0
8.7
,-8.2
8.9
,-8.4
9.1
,-8.6
9.3
,-8.8
9.5
,-9.0
9.7
,-9.2
9.9
,-9.4
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.441685263998
,0.0583147360015
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.15514539604
,0.34485460396
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
0.0372732950128
,0.462726704987
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.0834552122962
,0.583455212296
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.115087054685
,0.615087054685
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.162208603067
,0.662208603067
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.186635415651
,0.686635415651
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.259904812913
,0.759904812913
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.191978387344
,0.691978387344
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.286436693687
,0.786436693687
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.290916402348
,0.790916402348
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.362130587093
,0.862130587093
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
-0.292222888697
,0.792222888697
